,center_id,num_orders_x,venta,pre_base_x,Ren_x,email_x,email_pro_x,web_pro_x,city_code,region_code,center_type,op_area,meal_id,category,cuisine
26,10,131882,18948953.12,19513331.6,-564378.4800000004,2,2524,47636,590,56,TYPE_B,6.3,1993,Beverages,Thai
27,10,6571,3592403.26,3984308.31,-391905.0500000003,2,514,607,590,56,TYPE_B,6.3,2104,Fish,Continental
28,10,26841,12930911.84,13909253.49,-978341.6500000004,5,1404,15238,590,56,TYPE_B,6.3,2126,Pasta,Italian
29,10,17470,5386411.03,5584920.68,-198509.64999999944,0,0,0,590,56,TYPE_B,6.3,2139,Beverages,Indian
30,10,276984,72412855.65,81834939.07,-9422083.419999987,13,68700,35384,590,56,TYPE_B,6.3,2290,Rice Bowl,Indian
31,10,25865,11682505.139999999,12472547.9,-790042.7600000016,7,2055,3851,590,56,TYPE_B,6.3,2304,Desert,Indian
32,10,27012,7384085.42,9093439.809999999,-1709354.3899999987,15,5051,12809,590,56,TYPE_B,6.3,2306,Pasta,Italian
33,10,33182,11714719.2,13702859.959999999,-1988140.7599999998,12,5807,11104,590,56,TYPE_B,6.3,2322,Beverages,Continental
34,10,27996,14898374.53,18139644.79,-3241270.26,22,12177,11978,590,56,TYPE_B,6.3,2444,Seafood,Continental
35,10,67135,15334250.81,18155576.83,-2821326.0199999977,16,22120,18476,590,56,TYPE_B,6.3,2490,Salad,Italian
36,10,26948,9723820.74,10440227.809999999,-716407.0699999984,6,2136,6265,590,56,TYPE_B,6.3,2492,Desert,Indian
37,10,11679,2579094.37,2665429.11,-86334.73999999976,0,0,0,590,56,TYPE_B,6.3,2494,Soup,Thai
38,10,100681,14464677.97,14601219.28,-136541.30999999866,2,1878,37709,590,56,TYPE_B,6.3,2539,Beverages,Thai
39,10,75976,23766963.72,25161360.38,-1394396.6600000001,6,8654,6654,590,56,TYPE_B,6.3,2569,Salad,Italian
40,10,42194,11780448.37,12160927.739999998,-380479.3699999992,8,2634,0,590,56,TYPE_B,6.3,2577,Starters,Thai
41,10,58265,31908122.009999998,38420056.89,-6511934.880000003,40,28451,23483,590,56,TYPE_B,6.3,2581,Pizza,Continental
42,10,46484,6272971.53,8014406.6,-1741435.0699999994,7,4780,5419,590,56,TYPE_B,6.3,2631,Beverages,Indian
43,10,61080,16892521.57,17615551.77,-723030.1999999993,8,6117,4524,590,56,TYPE_B,6.3,2640,Starters,Thai
44,10,106022,32184400.27,33491378.05,-1306977.7800000012,6,9303,8706,590,56,TYPE_B,6.3,2664,Salad,Italian
45,10,58002,15686603.95,17038180.07,-1351576.120000001,0,0,15960,590,56,TYPE_B,6.3,2704,Other Snacks,Thai
46,10,200635,41607572.62,44651915.87,-3044343.25,9,17780,29750,590,56,TYPE_B,6.3,2707,Beverages,Italian
47,10,50812,11300898.85,12213003.52,-912104.6699999999,0,0,8238,590,56,TYPE_B,6.3,2760,Other Snacks,Thai
48,10,133115,40593426.73,43507059.79,-2913633.0600000024,15,23727,14514,590,56,TYPE_B,6.3,2826,Sandwich,Italian
49,10,27757,15066111.52,17960075.650000002,-2893964.1300000027,22,10921,8988,590,56,TYPE_B,6.3,2867,Seafood,Continental
50,10,23346,13279835.47,13853730.56,-573895.0899999999,2,689,608,590,56,TYPE_B,6.3,2956,Fish,Continental
51,11,120285,20722969.330000002,21678305.92,-955336.5899999999,4,4118,2729,679,56,TYPE_A,3.7,1062,Beverages,Italian
52,11,155693,38743249.77,46055313.21,-7312063.439999998,14,41644,37406,679,56,TYPE_A,3.7,1109,Rice Bowl,Indian
53,11,68731,11860747.89,12886337.4,-1025589.5099999998,0,0,0,679,56,TYPE_A,3.7,1198,Extras,Thai
54,11,24737,8804415.25,10396204.01,-1591788.7599999998,12,4783,5200,679,56,TYPE_A,3.7,1207,Beverages,Continental
55,11,9771,3725056.13,4046736.14,-321680.01000000024,7,798,863,679,56,TYPE_A,3.7,1216,Pasta,Italian
56,11,27839,9857482.17,11560444.47,-1702962.3000000007,12,5644,7250,679,56,TYPE_A,3.7,1230,Beverages,Continental
57,11,2490,1075235.5,1107687.1,-32451.600000000093,0,0,0,679,56,TYPE_A,3.7,1247,Biryani,Indian
58,11,18784,2439405.0,3186202.94,-746797.94,7,2322,3799,679,56,TYPE_A,3.7,1248,Beverages,Indian
59,11,98810,16789650.9,17731354.53,-941703.6300000027,0,0,0,679,56,TYPE_A,3.7,1311,Extras,Thai
60,11,12428,2681202.92,2790844.54,-109641.62000000011,0,0,2655,679,56,TYPE_A,3.7,1438,Soup,Thai
61,11,21444,11393395.47,13939229.64,-2545834.17,22,9472,7346,679,56,TYPE_A,3.7,1445,Seafood,Continental
62,11,58621,15705496.04,17249472.16,-1543976.120000001,0,0,27297,679,56,TYPE_A,3.7,1525,Other Snacks,Thai
63,11,11153,4948892.6,5303326.51,-354433.91000000015,7,1353,1204,679,56,TYPE_A,3.7,1543,Desert,Indian
64,11,28182,14775920.91,18787788.21,-4011867.3000000007,40,16973,12024,679,56,TYPE_A,3.7,1558,Pizza,Continental
65,11,8479,4778990.6899999995,5016792.1899999995,-237801.5,2,367,922,679,56,TYPE_A,3.7,1571,Fish,Continental
66,11,118823,45133298.61,53240959.660000004,-8107661.0500000045,12,37654,34723,679,56,TYPE_A,3.7,1727,Rice Bowl,Indian
67,11,127189,32098523.69,37180966.95,-5082443.260000002,15,42406,54355,679,56,TYPE_A,3.7,1754,Sandwich,Italian
68,11,2879,1323007.6199999999,1387024.8699999999,-64017.25,0,0,0,679,56,TYPE_A,3.7,1770,Biryani,Indian
69,11,104469,17956850.94,18494299.509999998,-537448.5699999966,4,2725,2321,679,56,TYPE_A,3.7,1778,Beverages,Italian
70,11,87496,14503923.21,15514377.45,-1010454.2399999984,0,0,0,679,56,TYPE_A,3.7,1803,Extras,Thai
71,11,7512,1626861.01,1677143.42,-50282.409999999916,0,0,1071,679,56,TYPE_A,3.7,1847,Soup,Thai
72,11,20893,5661308.47,6043326.39,-382017.9199999999,8,3619,8024,679,56,TYPE_A,3.7,1878,Starters,Thai
73,11,219447,30879677.86,31529707.71,-650029.8500000015,2,3955,33498,679,56,TYPE_A,3.7,1885,Beverages,Thai
74,11,3183,1369991.29,1408302.59,-38311.30000000005,0,0,0,679,56,TYPE_A,3.7,1902,Biryani,Indian
75,11,63799,34187561.85,42345738.69,-8158176.839999996,40,35947,20722,679,56,TYPE_A,3.7,1962,Pizza,Continental
76,11,104627,25683127.89,32988379.75,-7305251.859999999,24,56184,50819,679,56,TYPE_A,3.7,1971,Sandwich,Italian
77,11,128048,17793598.04,18291783.36,-498185.3200000003,2,2968,21008,679,56,TYPE_A,3.7,1993,Beverages,Thai
78,11,11443,5466593.83,5942036.149999999,-475442.31999999937,5,661,2828,679,56,TYPE_A,3.7,2126,Pasta,Italian
79,11,6856,2083044.01,2175577.67,-92533.65999999992,0,0,248,679,56,TYPE_A,3.7,2139,Beverages,Indian
80,11,196526,49219506.42,58202373.59,-8982867.170000002,13,64409,72644,679,56,TYPE_A,3.7,2290,Rice Bowl,Indian
81,11,12396,5552092.5,5872925.68,-320833.1799999997,7,1404,1105,679,56,TYPE_A,3.7,2304,Desert,Indian
82,11,11439,3042557.59,3896521.3899999997,-853963.7999999998,14,2652,1208,679,56,TYPE_A,3.7,2306,Pasta,Italian
83,11,43059,15191943.49,17907722.2,-2715778.709999999,12,7663,14833,679,56,TYPE_A,3.7,2322,Beverages,Continental
84,11,22002,11487861.51,14253574.38,-2765712.870000001,22,10841,9541,679,56,TYPE_A,3.7,2444,Seafood,Continental
85,11,87375,19251428.29,23631150.89,-4379722.6000000015,16,32664,35931,679,56,TYPE_A,3.7,2490,Salad,Italian
86,11,8087,2876956.2199999997,3138216.61,-261260.39000000013,6,944,1172,679,56,TYPE_A,3.7,2492,Desert,Indian
87,11,9561,2072962.3800000001,2164464.05,-91501.66999999969,0,0,1378,679,56,TYPE_A,3.7,2494,Soup,Thai
88,11,93279,13039649.09,13355203.040000001,-315553.9500000011,2,1985,21982,679,56,TYPE_A,3.7,2539,Beverages,Thai
89,11,39748,12010764.54,12929425.24,-918660.7000000011,6,6478,1700,679,56,TYPE_A,3.7,2569,Salad,Italian
90,11,24768,6835454.069999999,7138889.839999999,-303435.76999999955,8,2541,499,679,56,TYPE_A,3.7,2577,Starters,Thai
91,11,33615,17888951.25,22274377.84,-4385426.59,40,19222,16735,679,56,TYPE_A,3.7,2581,Pizza,Continental
92,11,19685,2563876.61,3357160.4099999997,-793283.7999999998,7,2744,2961,679,56,TYPE_A,3.7,2631,Beverages,Indian
93,11,39353,10671630.299999999,11367965.649999999,-696335.3499999996,8,5912,10733,679,56,TYPE_A,3.7,2640,Starters,Thai
94,11,73816,22691733.29,23660895.63,-969162.3399999999,6,7320,2053,679,56,TYPE_A,3.7,2664,Salad,Italian
95,11,39798,10580905.06,11701555.819999998,-1120650.759999998,0,0,22339,679,56,TYPE_A,3.7,2704,Other Snacks,Thai
96,11,180213,37240293.14,39977456.53,-2737163.3900000006,9,17356,8422,679,56,TYPE_A,3.7,2707,Beverages,Italian
97,11,35708,7865016.4,8578397.85,-713381.4499999993,0,0,6258,679,56,TYPE_A,3.7,2760,Other Snacks,Thai
98,11,127372,38483190.79,41976510.05,-3493319.259999998,15,28394,11908,679,56,TYPE_A,3.7,2826,Sandwich,Italian
99,11,16529,8773678.59,10754453.6,-1980775.0099999998,22,7757,7741,679,56,TYPE_A,3.7,2867,Seafood,Continental
100,11,8860,5040584.25,5247967.25,-207383.0,2,324,500,679,56,TYPE_A,3.7,2956,Fish,Continental
101,13,159005,27534094.18,28880736.05,-1346641.870000001,4,6093,13307,590,56,TYPE_B,6.7,1062,Beverages,Italian
102,13,268657,70251945.49,79335868.81,-9083923.320000008,14,56824,62158,590,56,TYPE_B,6.7,1109,Rice Bowl,Indian
103,13,89742,15428866.2,16531073.68,-1102207.4800000004,0,0,0,590,56,TYPE_B,6.7,1198,Extras,Thai
104,13,20804,7418134.12,8534194.56,-1116060.4400000004,12,3203,2607,590,56,TYPE_B,6.7,1207,Beverages,Continental
105,13,20975,8059762.81,8650914.96,-591152.1500000013,7,1624,1875,590,56,TYPE_B,6.7,1216,Pasta,Italian
106,13,21414,7746192.0,8990000.95,-1243808.9499999993,12,3754,1567,590,56,TYPE_B,6.7,1230,Beverages,Continental
107,13,11778,5060086.82,5209283.34,-149196.51999999955,0,0,0,590,56,TYPE_B,6.7,1247,Biryani,Indian
108,13,28314,3736081.18,5109381.68,-1373300.4999999995,7,4333,9327,590,56,TYPE_B,6.7,1248,Beverages,Indian
109,13,114227,19046705.25,20157805.45,-1111100.1999999993,0,0,0,590,56,TYPE_B,6.7,1311,Extras,Thai
110,13,31513,6929850.19,7176290.33,-246440.13999999966,0,0,7343,590,56,TYPE_B,6.7,1438,Soup,Thai
111,13,40233,21429333.64,26037151.89,-4607818.25,22,17174,19206,590,56,TYPE_B,6.7,1445,Seafood,Continental
112,13,101183,27181018.849999998,29609284.709999997,-2428265.8599999994,0,0,46149,590,56,TYPE_B,6.7,1525,Other Snacks,Thai
113,13,26219,11753653.02,12615678.059999999,-862025.0399999991,7,2363,5944,590,56,TYPE_B,6.7,1543,Desert,Indian
114,13,32875,17559289.04,21857134.57,-4297845.530000001,40,17782,12895,590,56,TYPE_B,6.7,1558,Pizza,Continental
115,13,23593,13275113.17,14026039.379999999,-750926.209999999,2,1269,1688,590,56,TYPE_B,6.7,1571,Fish,Continental
116,13,169527,65130343.58,75837594.58,-10707251.0,12,44796,37534,590,56,TYPE_B,6.7,1727,Rice Bowl,Indian
117,13,148071,39253972.22,43340425.77,-4086453.5500000045,15,42733,41273,590,56,TYPE_B,6.7,1754,Sandwich,Italian
118,13,9227,4250666.9399999995,4445125.6899999995,-194458.75,0,0,108,590,56,TYPE_B,6.7,1770,Biryani,Indian
119,13,113031,19533726.47,20335811.19,-802084.7200000025,4,3810,8981,590,56,TYPE_B,6.7,1778,Beverages,Italian
120,13,112598,19016596.01,20550910.11,-1534314.0999999978,0,0,0,590,56,TYPE_B,6.7,1803,Extras,Thai
121,13,23689,5236328.76,5449377.07,-213048.31000000052,0,0,6025,590,56,TYPE_B,6.7,1847,Soup,Thai
122,13,41768,11443622.479999999,12055787.569999998,-612165.0899999999,8,4863,7214,590,56,TYPE_B,6.7,1878,Starters,Thai
123,13,334334,48225593.82,49010771.160000004,-785177.3400000036,2,5955,199955,590,56,TYPE_B,6.7,1885,Beverages,Thai
124,13,10831,4665633.13,4797565.25,-131932.1200000001,0,0,0,590,56,TYPE_B,6.7,1902,Biryani,Indian
125,13,104256,56710210.04,69124763.95,-12414553.910000004,40,54301,54267,590,56,TYPE_B,6.7,1962,Pizza,Continental
126,13,119825,30013183.71,37288935.02,-7275751.310000002,24,59265,53477,590,56,TYPE_B,6.7,1971,Sandwich,Italian
127,13,287407,41357218.71,42051271.77,-694053.0600000024,2,4590,173443,590,56,TYPE_B,6.7,1993,Beverages,Thai
128,13,5053,2808134.4699999997,3067233.27,-259098.80000000028,2,405,0,590,56,TYPE_B,6.7,2104,Fish,Continental
129,13,24804,12033789.03,13033962.41,-1000173.3800000008,5,1260,10488,590,56,TYPE_B,6.7,2126,Pasta,Italian
130,13,14777,4529982.29,4702420.67,-172438.3799999999,0,0,177,590,56,TYPE_B,6.7,2139,Beverages,Indian
131,13,319676,84411865.4,93787238.83,-9375373.429999992,13,74997,50006,590,56,TYPE_B,6.7,2290,Rice Bowl,Indian
132,13,20861,9348457.62,10030448.52,-681990.9000000004,7,2083,3083,590,56,TYPE_B,6.7,2304,Desert,Indian
133,13,23053,6390962.149999999,7862064.989999999,-1471102.8399999999,15,4908,8358,590,56,TYPE_B,6.7,2306,Pasta,Italian
134,13,41512,15043924.459999999,17013168.79,-1969244.33,12,6119,4657,590,56,TYPE_B,6.7,2322,Beverages,Continental
135,13,42600,23022971.64,27626682.560000002,-4603710.920000002,22,17680,18052,590,56,TYPE_B,6.7,2444,Seafood,Continental
136,13,78036,17963690.93,21094285.32,-3130594.3900000006,16,24400,23127,590,56,TYPE_B,6.7,2490,Salad,Italian
137,13,17727,6320440.859999999,6878121.59,-557680.7300000004,6,1605,3385,590,56,TYPE_B,6.7,2492,Desert,Indian
138,13,24582,5434994.17,5614246.88,-179252.70999999996,0,0,5323,590,56,TYPE_B,6.7,2494,Soup,Thai
139,13,114113,16384644.58,16752163.66,-367519.0800000001,2,1822,26100,590,56,TYPE_B,6.7,2539,Beverages,Thai
140,13,67045,20760970.82,22123209.580000002,-1362238.7600000016,6,10099,8600,590,56,TYPE_B,6.7,2569,Salad,Italian
141,13,49374,13730625.36,14305012.309999999,-574386.9499999993,8,4811,4214,590,56,TYPE_B,6.7,2577,Starters,Thai
142,13,55908,30368175.9,37127432.3,-6759256.3999999985,40,28422,24295,590,56,TYPE_B,6.7,2581,Pizza,Continental
143,13,35236,4644782.5,6557546.28,-1912763.7800000003,7,4568,10773,590,56,TYPE_B,6.7,2631,Beverages,Indian
144,13,61333,16986905.529999997,17792416.959999997,-805511.4299999997,8,5767,6335,590,56,TYPE_B,6.7,2640,Starters,Thai
145,13,111183,33492252.669999998,35112215.43,-1619962.7600000016,6,11760,11909,590,56,TYPE_B,6.7,2664,Salad,Italian
146,13,81860,21944553.55,24071028.25,-2126474.6999999993,0,0,41967,590,56,TYPE_B,6.7,2704,Other Snacks,Thai
147,13,298925,61880789.71,66259851.9,-4379062.189999998,9,24223,23383,590,56,TYPE_B,6.7,2707,Beverages,Italian
148,13,87175,18993324.61,21014157.13,-2020832.5199999996,0,0,48537,590,56,TYPE_B,6.7,2760,Other Snacks,Thai
149,13,193886,58657231.11,63270708.89,-4613477.780000001,15,40035,24749,590,56,TYPE_B,6.7,2826,Sandwich,Italian
150,13,37170,20097959.419999998,24061930.34,-3963970.920000002,22,14981,15605,590,56,TYPE_B,6.7,2867,Seafood,Continental
151,13,25560,14546350.57,15199309.549999999,-652958.9799999986,2,728,1770,590,56,TYPE_B,6.7,2956,Fish,Continental
152,14,41611,7273606.09,7583440.2700000005,-309834.18000000063,4,1714,903,654,56,TYPE_C,2.7,1062,Beverages,Italian
153,14,58654,14731765.39,17765872.28,-3034106.8900000006,14,14894,13776,654,56,TYPE_C,2.7,1109,Rice Bowl,Indian
154,14,14000,2393086.78,2741225.61,-348138.8300000001,0,0,0,654,56,TYPE_C,2.7,1198,Extras,Thai
155,14,27482,9854475.14,11693517.6,-1839042.459999999,12,5148,7513,654,56,TYPE_C,2.7,1207,Beverages,Continental
156,14,4678,1802855.55,1929321.6400000001,-126466.09000000008,7,417,205,654,56,TYPE_C,2.7,1216,Pasta,Italian
157,14,26394,9411845.11,11080897.68,-1669052.5700000003,12,4826,7657,654,56,TYPE_C,2.7,1230,Beverages,Continental
158,14,2083,895842.49,923638.29,-27795.800000000047,0,0,0,654,56,TYPE_C,2.7,1247,Biryani,Indian
159,14,10404,1381488.13,1827070.68,-445582.55000000005,7,1145,1201,654,56,TYPE_C,2.7,1248,Beverages,Indian
160,14,28134,4743652.39,5669846.72,-926194.3300000001,0,0,1313,654,56,TYPE_C,2.7,1311,Extras,Thai
161,14,3641,773101.0,803499.95,-30398.949999999953,0,0,0,654,56,TYPE_C,2.7,1438,Soup,Thai
162,14,12076,6214056.2,7844598.7700000005,-1630542.5700000003,22,5983,3097,654,56,TYPE_C,2.7,1445,Seafood,Continental
163,14,13515,3644131.03,3973832.1699999995,-329701.13999999966,0,0,3869,654,56,TYPE_C,2.7,1525,Other Snacks,Thai
164,14,6332,2853814.34,3046615.63,-192801.29000000004,7,515,794,654,56,TYPE_C,2.7,1543,Desert,Indian
165,14,16397,8555304.73,10898311.85,-2343007.119999999,39,10204,7584,654,56,TYPE_C,2.7,1558,Pizza,Continental
166,14,1852,1030963.5599999999,1105125.56,-74162.00000000012,2,94,0,654,56,TYPE_C,2.7,1571,Fish,Continental
167,14,43810,16674632.040000001,19562473.95,-2887841.9099999983,12,12507,14342,654,56,TYPE_C,2.7,1727,Rice Bowl,Indian
168,14,51176,12611803.94,14949403.42,-2337599.4800000004,15,19541,23810,654,56,TYPE_C,2.7,1754,Sandwich,Italian
169,14,1194,552265.47,575811.72,-23546.25,0,0,0,654,56,TYPE_C,2.7,1770,Biryani,Indian
170,14,39027,6738148.98,7062214.85,-324065.8699999992,4,1243,635,654,56,TYPE_C,2.7,1778,Beverages,Italian
171,14,40648,6847360.4,7830781.13,-983420.7299999995,0,0,1081,654,56,TYPE_C,2.7,1803,Extras,Thai
172,14,3629,762681.4400000001,796525.58,-33844.1399999999,0,0,0,654,56,TYPE_C,2.7,1847,Soup,Thai
173,14,8163,2207297.7399999998,2358633.19,-151335.4500000002,8,1338,972,654,56,TYPE_C,2.7,1878,Starters,Thai
174,14,93530,13432122.44,13730165.59,-298043.1500000004,2,2214,55794,654,56,TYPE_C,2.7,1885,Beverages,Thai
175,14,1375,595194.95,611079.85,-15884.900000000023,0,0,0,654,56,TYPE_C,2.7,1902,Biryani,Indian
176,14,36522,19226978.09,24246519.79,-5019541.699999999,40,21964,20585,654,56,TYPE_C,2.7,1962,Pizza,Continental
177,14,47591,10764002.9,14854481.94,-4090479.039999999,24,31141,30290,654,56,TYPE_C,2.7,1971,Sandwich,Italian
178,14,65480,9464248.98,9796544.27,-332295.2899999991,2,1702,45093,654,56,TYPE_C,2.7,1993,Beverages,Thai
179,14,3823,1835513.5799999998,1981910.5799999998,-146397.0,4,217,1390,654,56,TYPE_C,2.7,2126,Pasta,Italian
180,14,2907,881761.1,929119.07,-47357.96999999997,0,0,0,654,56,TYPE_C,2.7,2139,Beverages,Indian
181,14,76267,18578659.95,22797536.54,-4218876.59,13,28825,22369,654,56,TYPE_C,2.7,2290,Rice Bowl,Indian
182,14,3905,1722020.8199999998,1874120.21,-152099.39000000013,7,542,379,654,56,TYPE_C,2.7,2304,Desert,Indian
183,14,2613,686062.71,840829.01,-154766.30000000005,13,625,352,654,56,TYPE_C,2.7,2306,Pasta,Italian
184,14,38781,13716912.45,16422426.04,-2705513.59,12,7440,11642,654,56,TYPE_C,2.7,2322,Beverages,Continental
185,14,11094,5620539.59,7174192.4,-1553652.8100000005,19,6013,3643,654,56,TYPE_C,2.7,2444,Seafood,Continental
186,14,43496,9529010.54,11752240.74,-2223230.200000001,16,17930,18944,654,56,TYPE_C,2.7,2490,Salad,Italian
187,14,3761,1342557.0,1455510.8299999998,-112953.82999999984,6,310,568,654,56,TYPE_C,2.7,2492,Desert,Indian
188,14,1518,327935.31,349592.18,-21656.869999999995,0,0,0,654,56,TYPE_C,2.7,2494,Soup,Thai
189,14,48416,7017398.96,7227736.3,-210337.33999999985,2,797,27763,654,56,TYPE_C,2.7,2539,Beverages,Thai
190,14,20888,6411446.95,6969522.56,-558075.6099999994,6,2985,1812,654,56,TYPE_C,2.7,2569,Salad,Italian
191,14,4513,1245893.24,1295051.49,-49158.25,8,347,0,654,56,TYPE_C,2.7,2577,Starters,Thai
192,14,27429,14577360.04,18163936.099999998,-3586576.0599999987,40,15551,15399,654,56,TYPE_C,2.7,2581,Pizza,Continental
193,14,11298,1483873.96,2010270.52,-526396.56,7,1411,1946,654,56,TYPE_C,2.7,2631,Beverages,Indian
194,14,11015,2920435.94,3175875.65,-255439.70999999996,8,2315,2457,654,56,TYPE_C,2.7,2640,Starters,Thai
195,14,27268,8209528.8,8625816.209999999,-416287.4099999992,6,2973,2662,654,56,TYPE_C,2.7,2664,Salad,Italian
196,14,7167,1895615.51,2099808.9499999997,-204193.4399999997,0,0,2698,654,56,TYPE_C,2.7,2704,Other Snacks,Thai
197,14,79332,16444263.53,17634079.91,-1189816.3800000008,9,6283,4091,654,56,TYPE_C,2.7,2707,Beverages,Italian
198,14,10348,2234118.41,2490577.52,-256459.10999999987,0,0,3447,654,56,TYPE_C,2.7,2760,Other Snacks,Thai
199,14,53966,16318901.84,17786308.95,-1467407.1099999994,15,10794,10053,654,56,TYPE_C,2.7,2826,Sandwich,Italian
200,14,5905,3100645.53,3871614.9000000004,-770969.3700000006,16,2841,1624,654,56,TYPE_C,2.7,2867,Seafood,Continental
201,17,52670,9168554.64,9503357.99,-334803.3499999996,4,2165,2137,517,56,TYPE_A,3.2,1062,Beverages,Italian
202,17,69946,18145827.61,21121322.31,-2975494.6999999993,14,16055,16825,517,56,TYPE_A,3.2,1109,Rice Bowl,Indian
203,17,26136,4595043.75,5229434.83,-634391.0800000001,0,0,0,517,56,TYPE_A,3.2,1198,Extras,Thai
204,17,17600,6337993.43,7315791.12,-977797.6900000004,12,3389,5593,517,56,TYPE_A,3.2,1207,Beverages,Continental
205,17,4582,1765474.17,1893650.36,-128176.19000000018,7,380,108,517,56,TYPE_A,3.2,1216,Pasta,Italian
206,17,16730,5897951.17,6997335.59,-1099384.42,12,3254,4996,517,56,TYPE_A,3.2,1230,Beverages,Continental
207,17,2846,1228261.78,1261811.48,-33549.69999999995,0,0,0,517,56,TYPE_A,3.2,1247,Biryani,Indian
208,17,8456,1141601.34,1496497.47,-354896.1299999999,7,1106,920,517,56,TYPE_A,3.2,1248,Beverages,Indian
209,17,33484,5677334.36,6868335.3,-1191000.9399999995,0,0,0,517,56,TYPE_A,3.2,1311,Extras,Thai
210,17,2707,604774.79,642354.35,-37579.55999999994,0,0,0,517,56,TYPE_A,3.2,1438,Soup,Thai
211,17,14069,7378173.36,9148747.92,-1770574.5599999996,22,6335,7445,517,56,TYPE_A,3.2,1445,Seafood,Continental
212,17,21933,5912584.9399999995,6380847.77,-468262.8300000001,0,0,3305,517,56,TYPE_A,3.2,1525,Other Snacks,Thai
213,17,6827,3071959.19,3283964.3699999996,-212005.1799999997,7,566,1653,517,56,TYPE_A,3.2,1543,Desert,Indian
214,17,14209,7539381.95,9421557.049999999,-1882175.0999999987,40,7813,6870,517,56,TYPE_A,3.2,1558,Pizza,Continental
215,17,4890,2747489.12,2912956.62,-165467.5,2,242,703,517,56,TYPE_A,3.2,1571,Fish,Continental
216,17,50187,18770920.95,22445488.13,-3674567.1799999997,12,13798,12738,517,56,TYPE_A,3.2,1727,Rice Bowl,Indian
217,17,42883,10706936.26,12555487.4,-1848551.1400000006,15,15055,16837,517,56,TYPE_A,3.2,1754,Sandwich,Italian
218,17,1879,868425.9199999999,906847.37,-38421.45000000007,0,0,0,517,56,TYPE_A,3.2,1770,Biryani,Indian
